"","ViolentCrimesPerPop","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn"
"239",144.9,50553,2.73,1.37,90.67,5.78,6.69,14.08,26.43,12.45,4.85,50553,100,59458,89.33,0.5,55.48,11.96,2.83,11.76,64486,24812,25089,19410,19812,23598,18337,1212,2.41,1.51,7,37.16,3.06,76.54,16.44,20.59,6.41,37.93,8.8,27.57,12.2,10.53,3.11,83.52,82.85,92.01,81.55,59.88,70.94,196,0.64,3758,10.35,15.7,23.63,29.38,0.77,1.17,1.76,2.18,90.75,0.78,3.06,2.32,2.73,2.91,2.29,74.9,1.73,32.64,3,872,95.49,70.17,0.34,11.93,1977,0.24,0.07,250200,297200,372400,122200,657,760,942,285,836,26.9,26.4,11.3,0,1,7.43,51.6,41.35,65.55,84.85,16.8,3009.8,1.65,0
"240",63.81,13051,2.79,33.74,65.55,0.39,0.45,26.91,40.37,29.39,12.15,0,0,17254,71.4,1.93,29.09,28.39,14.47,11.71,25806,9400,11695,4729,17170,16840,4020,3429,30.22,15.64,32.68,22.56,7.55,51.65,15.7,31.94,16.67,27.13,6.92,46.08,9.86,8.55,3.1,60.15,52.95,57.63,62.35,60.89,68.25,815,8.36,214,40.19,40.19,44.39,64.49,0.66,0.66,0.73,1.06,95.42,0.2,5.5,3.39,2.41,2.56,2.23,58.29,3.67,47.99,3,466,90.95,54.95,0,26.61,1972,10.34,0.61,36300,53000,77800,41500,129,190,246,117,245,29.7,15.3,12.3,4,0,1.64,76.02,47.54,69.73,85.71,24.5,533,0,0
"241",270.39,18893,2.69,5.25,93.64,0.47,1.09,14.39,26.78,11.9,6.96,18893,100,36698,88.53,1.24,42.65,17.78,2.53,16.71,39659,15325,15620,11853,8805,13568,8764,801,4.25,2.56,12.78,23.47,3.55,72.16,12.59,23.61,10.93,28.07,8.49,21.25,12.69,10.67,3.05,82.64,80.91,89.43,85.96,71.97,77.53,51,0.41,263,5.32,5.32,14.45,21.67,0.07,0.07,0.2,0.3,97.16,0.45,2.2,1.77,2.68,2.78,2.43,75.63,1.31,28.3,3,357,95.16,73.13,2.52,33.89,1976,2.09,0.09,55900,70100,90400,34500,275,339,414,139,463,21.7,18.6,11.5,6,0,1.39,61.69,50.98,79.25,86.66,12.1,1558.8,0.53,0
"242",6.64,14816,2.85,0.47,98.97,0.38,0.45,12.14,25.19,9.85,6.51,0,0,41006,87.65,0.72,51.97,17.65,1.84,12.32,43308,16494,16438,36008,16000,10084,27847,375,2.54,1.97,9.51,29.48,4.56,71.33,14.85,22.94,9.51,30.59,6.12,22.18,8.86,7.53,3.24,88.73,87.06,96.11,88.5,52.5,63.18,63,0.67,221,11.76,11.76,14.93,28.96,0.18,0.18,0.22,0.43,97.69,0.17,3.02,2.42,2.84,2.98,2.14,87.07,0.62,30.19,3,246,95.49,82.88,0.41,21.14,1978,0.52,0.4,66500,86000,113400,46900,413,471,552,139,589,22.4,21.5,12.1,0,0,1.49,81.12,50.97,64.62,89.14,23.6,627.3,0.53,0
"243",591.24,17457,2.6,52.56,46.93,0.17,0.49,14.28,24.79,11.38,14.79,0,0,20349,72.22,0.36,25.4,34.52,14.9,14.97,25321,11204,16887,6190,31966,10928,6091,4463,25.98,15.97,34.89,18.42,6.6,56,20.51,34.27,18.73,26.33,11.8,28.23,16.57,14.53,3.13,54.99,47.93,51.79,51.88,61.26,68.39,1194,7.18,157,0,7.64,13.38,29.3,0,0.07,0.12,0.26,96.74,0.3,5.64,3.93,2.56,2.57,2.54,60.62,5.22,42.78,3,709,90.45,60.3,1.55,52.89,1964,11.45,0.46,29000,44100,70500,41500,151,230,302,151,329,27,21.7,14.5,0,0,0.9,75.55,49.27,82.27,88.92,15,1162.3,0,0
"244",200.94,43764,2.42,2.14,95.84,1.06,1.67,12.99,28.38,13.61,11.72,43764,100,27023,81.37,0.97,46.31,25.63,4.16,15.95,34084,13468,13264,10206,14340,35831,7897,3800,8.86,6.66,19.49,21.41,4.32,66.56,21.81,30.39,16.89,23.98,10.85,29.58,13.93,12.46,3.01,75.97,73.11,88.14,80.62,68.47,75.02,496,1.48,1083,34.35,38.5,43.12,48.2,0.85,0.95,1.07,1.19,95.58,0.81,3.82,2.45,2.37,2.55,2.1,64,1.78,49.4,3,1185,93.85,59.37,1.01,26.67,1954,6.92,0.48,40800,51700,69300,28500,246,317,385,139,385,22.9,17.4,11.9,86,19,2.47,73.93,49.7,80.33,89.64,13.9,3154.8,1.77,0
"245",2541.38,71349,2.63,28.33,42.28,10.96,31.14,13.63,33.47,16,6.72,71349,100,30967,85.01,0.36,24.95,13.91,9.35,9.61,35336,13880,16167,13983,14888,13563,9140,9833,13.92,10.94,26.11,15.71,6.89,67.67,26.57,16.67,15.06,22.23,13.15,40.44,17.54,15.38,3.27,60.05,57.28,65.95,62.92,59.65,67.19,4021,8.94,20927,17.83,29.19,40.26,53.32,5.23,8.56,11.81,15.64,60.24,10.48,9.86,6.18,2.61,2.96,2.48,29.04,19.14,77.42,2,2077,92.89,25.55,1.3,14.83,1968,3.97,0.44,175700,226100,278900,103200,513,593,694,181,629,28.2,24.8,10.8,0,1,29.33,40.76,38.23,83.23,85.85,6.1,11605.2,5.13,4.55
"246",627.84,11219,2.55,3.44,95.17,1.08,0.57,13.41,27.43,12.59,9.31,11219,100,35483,85.07,1.1,36.51,19.74,2.82,15.13,40271,15576,15679,15154,12670,11127,20895,539,4.85,7.44,21.3,17.76,2.2,72.19,16.5,20.08,10.82,29.58,10.18,23.18,13.96,12.19,2.97,79.82,76.4,89.86,82.92,71.95,78.02,25,0.32,233,13.3,14.16,27.9,31.33,0.28,0.29,0.58,0.65,97.09,0.69,2.73,2.03,2.53,2.68,2.27,67.78,1.32,42.81,3,367,92.29,64.04,0.27,14.44,1974,2.59,0.46,66300,82800,103700,37400,350,404,467,117,489,22.7,21,13.4,0,0,2.08,68.91,46,71.73,86.86,14.1,793,0.69,0
"247",860.27,33574,2.63,2.61,93.35,1.24,5.18,13.51,26.06,12.5,8.28,33574,100,37473,86.4,0.98,44.32,18.96,3.24,14.34,42979,16621,17122,8552,14690,11392,9639,2580,7.77,3.47,13.94,22.37,5.45,70.08,17.77,17.19,10.04,28.31,10.41,23.81,14.87,12.72,3.01,77.07,73.76,83.25,80.58,66.87,73.77,322,1.34,1243,15.12,28.08,33.87,48.27,0.56,1.04,1.25,1.79,93.19,1,3.25,2.5,2.61,2.7,2.46,64.91,3.04,35.8,3,1022,92.59,62.73,0.1,30.72,1970,3.96,0.21,63900,82800,105100,41200,313,379,468,155,445,24.3,18.4,11.8,0,0,3.7,56.13,47.78,76.24,87.41,10.2,3283.8,0.1,0
"248",337.96,18549,2.45,9.43,89.93,0.24,0.81,12.77,24.34,12,15.47,0,0,26668,74.43,1.66,41.08,31.61,5.44,22.21,32194,13469,14049,8758,9005,9256,12672,2059,11.39,14.05,28.82,18.19,4.82,58.1,33.91,20.36,22.33,23.98,10.92,25.41,14.95,13.08,2.88,70.49,64.31,71.45,73.29,62.14,70.11,394,2.52,400,7.75,7.75,27.5,44.75,0.17,0.17,0.59,0.97,96.49,0.3,2.79,2,2.4,2.45,2.3,63.72,1.84,44.2,3,334,95.77,62.26,2.69,24.25,1960,7.98,0.67,49400,68100,93900,44500,225,297,367,142,374,22.4,18.3,12.7,0,0,2.16,69.32,55.26,75.55,89.48,14.6,1274.7,0.07,0
"249",541.12,63126,2.53,1.18,89.76,3.17,13.78,11.12,24.15,11.03,12.11,63126,100,45739,78.29,0.92,53.79,24.44,4.03,19.15,51019,21764,22545,21090,18008,22607,9823,4284,6.84,4.12,10.4,35.8,4.81,66.16,13.97,22.6,7.08,37.84,10.82,28.9,15.11,12.96,2.92,77.58,75.48,90.74,75.2,55.93,66.55,839,2.06,8003,19.91,28.91,37.65,44.38,2.52,3.67,4.77,5.63,83.53,3.78,4.27,2.92,2.47,2.52,2.39,63.5,4.11,49.28,3,2240,91.78,62.24,0.54,12.68,1980,0.8,0.23,195500,255900,332200,136700,573,711,910,337,774,28.9,27.4,11.6,5,936,12.68,38.71,31.55,65.03,80.74,39,1617.6,2.72,0
"250",1357.38,46194,2.28,20.12,77.74,0.63,6.76,9.11,20.12,9.05,27.21,46237,100,28824,61.44,0.44,50.14,45.65,4.35,22.53,34186,16668,19104,7688,12982,15533,10160,4367,9.59,9.6,26.93,16.36,5.26,50.58,7.46,22.58,8.72,24.55,9.4,24.14,12.08,10.86,2.75,65.86,58.86,76.65,67.77,65.41,74.07,1833,4.87,5775,14.23,25.09,32.66,44.29,1.78,3.14,4.08,5.54,83.66,2.88,5,3.27,2.25,2.18,2.47,74.16,4.84,72.66,2,5252,79.44,76.45,1.43,24.47,1976,2.71,0.33,62900,79400,103700,40800,427,537,625,198,632,28.1,23.4,11.9,16,12,12.49,22.11,48.19,72.79,79.61,15.7,2945.3,1.04,0
"251",112.5,14869,2.67,2.28,94.74,2.67,0.74,13.71,20.33,9.48,12.38,14882,100,49851,81.88,0.89,69.45,23.77,1.59,19.47,58871,22647,22959,12964,15565,22630,7828,340,2.35,1.33,5.95,54.76,2.57,66.85,10.06,43.92,2.33,53.3,5.73,22.37,11.09,8.64,3.01,82.5,82.05,94.94,78,64.94,72.84,86,0.74,704,11.79,16.19,26.85,28.84,0.56,0.77,1.27,1.37,94.75,0.53,2.47,1.9,2.6,2.69,2.14,85.62,0.43,18.79,3,164,97.14,82.53,0.61,30.49,1963,0.18,0.21,89100,117500,148000,58900,303,394,502,199,465,24.6,18.7,11.4,10,0,4.73,58.81,59.75,85.21,89.74,5.8,2552.7,1.96,0
"252",266.81,89235,2.73,0.57,94.28,1.98,7.44,14.29,25.69,11.86,7.05,89090,100,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,15862,11857,14063,11223,11967,5543,6.28,3.07,11.62,25.05,5.17,72.09,16.2,21.22,11.07,29.84,9.97,25.54,13.71,11.9,3.13,77.88,76.34,84.11,79.31,68.02,76.8,982,1.57,3020,18.08,21.16,27.78,36.56,0.61,0.72,0.94,1.24,93.09,0.87,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22,12,13,0,3.39,50.6,53.12,76.48,90.34,22.9,3891.3,3.07,6.09
"253",1651.73,86905,1.94,4.51,82.8,6.39,14.05,7.62,21.72,8.68,14.05,86905,100,35997,75.32,0.6,48.27,21.85,4.76,10.37,51085,29134,31506,13801,14193,26110,13293,7979,9.35,5.51,12.51,43.39,4.81,65.83,9.49,33.55,5.17,46.61,13.78,43.11,18.43,16.26,2.8,69.12,69.13,87.94,64.26,58.83,65.1,1624,3.53,21990,11.43,18.16,25.88,35.26,2.89,4.6,6.55,8.92,72.69,4.65,4.22,1.73,1.88,2.33,1.71,34.14,5.38,81.69,2,2893,93.94,27.51,6.64,40.41,1958,1.36,0.44,393600,500001,500001,106401,381,498,648,267,532,22.2,25.5,11.3,318,368,25.3,33.13,52.78,84.79,88.29,8.6,10143,5.41,3.73
"254",1230.84,12324,2.57,5.17,80.38,6.72,10.93,13.53,27.43,13.09,12.4,12324,100,21529,70.31,1.9,30.67,29.99,18.25,19.41,26429,11809,12940,7801,6666,7442,8295,1950,16.38,9.21,23.91,11.56,11.6,51.19,7.83,27.47,14.69,21.07,15.83,30.52,19.78,17.87,3.06,61.21,57.02,67.77,63.6,42.57,57.84,519,4.95,900,16,34.44,40.78,47.56,1.17,2.52,2.98,3.47,87.83,3.22,5.41,3.4,2.43,2.47,2.4,44.29,5.92,61.64,2,284,94.41,43.59,7.04,25.35,1962,6.67,0,57300,71700,90700,33400,257,315,396,139,379,28.3,18.4,11.1,240,20,7.3,55.92,43.88,67.57,89.27,3.6,3393.2,0.22,0
"255",153.93,11708,2.78,10.13,88.55,0.67,1.51,13.63,28.19,11.61,6.59,11708,100,34990,89.91,0,37.19,15.93,3.76,9.1,40059,13698,14062,10049,70001,15506,15885,467,4.04,8.09,21.56,21.51,3.64,74.76,35.31,17.36,19.96,27.84,9.07,22.61,13.02,11.15,3.16,79.63,78.06,91.8,81.54,75.05,77.18,124,1.6,273,3.66,18.32,21.61,30.77,0.09,0.43,0.5,0.72,96.58,0.29,2.58,2.04,2.75,2.91,2.39,72.53,2.02,37.1,3,266,94.07,68.46,0.38,15.79,1977,2.82,0.49,49900,59700,83600,33700,299,357,450,151,442,18.8,18.2,14.3,0,0,2.33,61.64,50.92,75.52,83.14,5.7,2046.9,0.16,0
"256",1183.14,101082,2.4,20.65,75.51,2.3,3.15,17.82,35.77,22.08,13.02,101082,100,25152,76.33,0.31,44.7,26.97,8.17,16.94,34493,13742,15401,8768,7382,8711,8517,16903,18.31,8.95,22.28,29.51,6.09,59.16,5.1,34.72,7.91,32.54,9.75,51.97,11.68,10.8,2.94,53.15,49.59,59.38,54.73,65.36,73.44,5658,8.96,7785,16.65,22.59,32.7,38.06,1.28,1.74,2.52,2.93,88.37,1.28,4.47,2.25,2.17,2.43,2.01,42.85,2.21,54.67,2,4078,91.17,38.3,10.4,47.72,1939,6.74,0.46,80500,101800,132700,52200,301,388,477,176,456,26.9,19.7,13,395,10,7.7,76.27,44.01,72.02,92.83,22.2,4557.8,15.02,8.52
"257",78.88,10883,2.83,2.21,91.69,5.95,1.9,11.31,19.12,8.98,14.11,10883,100,65976,81.91,0.59,68.08,30.53,1,19.48,72280,27754,28122,22465,0,23175,23889,168,1.54,1.64,6.02,53.23,2.24,65.01,14.75,29.4,3.28,51.47,3.21,23.85,6.46,4.9,3.13,91.88,90.93,98.91,82.47,49.27,62.72,49,0.61,1035,9.08,34.01,37.97,41.35,0.86,3.23,3.61,3.93,88.4,1.02,3.15,2.65,2.83,2.87,2.42,92.42,0.39,12.34,3,112,97.17,91.15,0,36.61,1950,0.1,0.1,213600,255500,302600,89000,735,930,1001,266,1001,29.1,23.3,15,0,0,9.51,43.35,72.01,84.73,89.1,2.8,3858.7,13.55,0
"258",2304.49,164693,2.51,26.9,68.76,1.56,8.74,15.77,34.53,18.37,10.06,164693,100,26119,80.89,0.48,32.38,22.52,6.37,11.8,30570,13879,16728,7369,10526,11894,9528,23797,15.76,7.62,21.9,22.59,4.56,69.31,8.66,19.29,10.6,27.28,13.99,42.76,18.4,16.18,2.98,57.46,49.98,66.02,58.67,64.79,72.24,9455,9.1,11436,14.94,23.98,33.6,45.3,1.04,1.66,2.33,3.15,87.33,2.4,5.24,2.99,2.29,2.44,2.19,43.72,5.75,66.7,2,7722,89.48,41.1,2.81,15.35,1972,7.31,0.29,59100,74300,98400,39300,338,428,511,173,506,27.3,21.4,12.6,688,235,6.94,32.34,35.77,62.21,71.83,69.7,2363.3,3.56,9.35
"259",369.24,84985,2.38,1.09,91.68,6.56,1.41,10.95,29.11,13.72,14.92,84985,100,35858,76.87,0.35,43.35,30.09,6.92,19.09,44184,17436,17979,12497,12129,11140,10966,5707,6.82,5.52,17.25,23.22,6.92,64.77,10.31,26.19,9.2,29.66,7.99,39.75,9.76,8.95,3.07,73.73,72.84,86.87,77.93,57.34,66.62,1266,2.15,9525,17.52,25.86,36.98,42.34,1.96,2.9,4.14,4.75,87.51,3.01,5.58,3.32,2.34,2.73,1.97,56.83,2.23,63.03,2,2054,94.56,48.78,1.41,39.34,1944,1.24,0.29,132700,161100,189200,56500,412,599,713,301,657,26.4,21.1,14.2,61,4,11.21,75.95,58.14,77.32,91.14,17.4,4887.1,18.15,0
"260",1329.57,10322,2.45,26.53,72.89,0.15,0.78,12.24,25.16,12.5,17.39,10322,100,18049,69.31,0.54,21.03,38.51,11.2,13.65,22957,9559,10704,6456,0,4565,8937,2008,19.85,26.95,52.39,9.22,6.47,54.86,32.15,13.37,28.46,14.66,10.32,29.84,14.46,12.65,2.99,58.64,53.15,65.6,60.71,63.57,65.8,528,5.79,53,22.64,33.96,43.4,43.4,0.12,0.17,0.22,0.22,97.43,0.54,4.51,3.02,2.4,2.37,2.45,55.34,4.25,62.46,2,295,93.45,56.17,2.03,34.24,1958,15.46,0.16,29700,42800,62700,33000,141,212,279,138,309,27.2,19.8,14.7,0,0,0.51,79.61,56.9,77.81,92.14,5.2,2003.5,0,0
"261",118.6,12038,2.47,1.43,97.65,0.65,0.43,11.26,27.27,12.93,12.86,12038,100,29647,82.23,0.1,46.72,27.29,5.04,19.13,36053,13984,14055,12567,8908,9771,24553,717,6.04,10.78,27.44,14.56,4.9,64.03,27.05,18.24,17.98,23.74,11.37,29.71,13.32,12.39,3.04,76.07,74.43,82.78,78.64,60.39,67.58,146,1.5,121,23.97,38.84,54.55,59.5,0.24,0.39,0.55,0.6,97.4,0.18,3.72,2.48,2.42,2.74,1.92,68.61,1.97,54.8,2,236,95.39,60.52,0.42,29.24,1956,2.77,0.31,53700,67200,83600,29900,266,323,388,122,361,21.1,18.1,11.6,0,0,1.01,73.36,60.91,89.92,94.54,3,3978.2,1.23,0
"262",577.61,29034,2.27,0.82,91.82,0.99,11.11,14.12,25.56,14.13,17.05,29034,100,19042,66.78,0.94,39.4,31.88,9.59,17.68,23699,11723,12153,5741,7863,5748,6473,5980,21.65,8.37,22.87,17.91,8.53,52.4,9.55,27.33,13.64,26.02,15.48,29.98,17.92,16.79,2.85,61.04,59.91,68.4,61.59,54.02,66.44,398,1.57,993,11.98,19.23,27.69,35.05,0.41,0.66,0.95,1.2,91.41,1.14,3.25,1.87,2.15,2.29,2.02,53.52,2.33,56.99,2,888,93.52,50.37,2.93,32.77,1962,6.53,0.39,40800,54100,75200,34400,190,266,338,148,313,27.1,21,12.2,45,29,3.42,48.66,36.2,67,84.14,15.4,1887.3,0.13,0
"263",1996.15,27331,2.96,8.32,60.62,12.11,34.24,13.99,33.75,15.53,5.34,27331,100,34552,84.87,0.36,30.35,15.01,9.74,8.9,36604,13550,15537,11207,11224,13451,9165,3550,13.07,13.76,30.65,13.11,7.5,67.43,26.92,12.09,15.29,20.3,11.79,41.86,17.54,14.6,3.48,67.48,61.68,83.84,73.91,55.2,60.99,1233,6.71,8030,17.33,27.63,37.52,54.35,5.09,8.12,11.02,15.97,57.99,12.58,12.42,8.51,2.95,2.84,3,30.15,19.82,74.95,2,551,94.36,31.36,1.09,19.78,1962,3.32,1.22,187100,230800,280900,93800,552,696,841,289,749,29.2,26.7,12.3,33,0,29.38,44.05,38.53,83.69,87.35,2,13345.2,3.7,0
"264",144.44,27557,2.71,0.66,96.98,2.2,0.96,11.13,20.91,10.05,14.33,27557,100,60357,77.61,0.55,70.05,28.54,1.82,17.92,69515,27935,28135,23621,8328,23645,12809,896,3.29,2.08,5.58,53.74,4.35,64.16,13.61,35.02,4.51,50,4.1,28.01,7.14,5.74,3.14,87.25,86.71,92.91,83.11,52.54,66.96,82,0.41,2092,10.52,15.92,18.26,21.13,0.8,1.21,1.39,1.6,91.71,0.81,3.9,2.94,2.68,2.84,2.07,84.33,0.43,25.73,3,245,97.65,79.69,0,22.45,1953,0.15,0.26,214900,256500,318200,103300,492,798,1001,509,893,24.7,20.3,13.4,0,0,7.59,65,67.81,78.96,90.62,13.1,2108.6,10.51,0
"265",339.31,52179,2.46,0.79,93.76,2.78,2.41,19.04,35.4,23.07,12.01,52278,100,24714,75.72,0.56,49.07,25.42,6.3,16.37,33705,13698,13902,6082,12067,12411,8598,8033,16.68,5.02,14.77,28.16,4.73,61.09,12.22,27.81,12.03,27.08,10.27,41.41,13.49,11.97,2.87,69.13,68.05,79.81,72.68,57.71,69.73,731,2.3,3716,15.53,22.6,27.66,36.3,1.11,1.61,1.97,2.59,93.27,1.45,3.3,1.91,2.27,2.46,2.07,55.2,2.78,58.52,2,925,95.82,50.94,2.38,26.05,1962,2.66,0.33,66600,89100,129000,62400,287,371,458,171,426,29.1,19.4,11.9,131,13,7.11,52.17,36.71,65.63,86.27,22.8,2287.7,3.14,0
"266",249.58,76210,2.51,5.6,88.73,3.71,6.28,12.34,36.91,18.58,11.08,76210,100,32455,80.36,0.55,46.82,24.83,7.45,14.54,38532,15179,15596,12581,5554,12178,10332,8492,11.47,11.08,24.82,30.88,6.33,66.46,12.66,36.6,10.19,32.59,6.53,51.42,9.4,8.04,3.1,68.84,66.35,81.97,71.38,61.64,68.15,1912,4.28,16975,20.67,31.67,41.3,50.54,4.6,7.05,9.2,11.26,73.74,6.54,6.34,3.65,2.44,2.76,2.3,35.09,3.87,65.23,2,1467,95.38,31,3.07,37.22,1939,1.94,0.18,135500,165800,198300,62800,416,591,743,327,677,27.2,21.6,15.4,54,1,22.27,54.68,49.22,70.48,78.68,4.3,17893,27.93,4.44
"267",378.11,13178,3.02,6.94,90.21,2.25,1.19,15.91,27.35,13.94,8.87,12910,97.97,46573,86.77,1.33,50.83,22.17,2.25,14.86,50825,17182,17575,13716,11378,12069,10819,247,1.88,4.68,18.14,23.04,4.38,69.24,17.62,22.53,10.87,31.05,5.92,30.59,8.85,7.42,3.35,82.62,79.91,84.08,81.65,58.35,68.19,242,2.43,647,8.81,12.21,18.08,21.33,0.43,0.6,0.89,1.05,91.63,0.8,5.15,4.28,3.02,3.2,2.38,81.95,1.24,29.21,3,286,93.86,77.14,0.7,11.19,1967,1.46,0.32,111800,139200,165400,53600,511,596,673,162,647,27.1,19.5,13.4,0,0,4.91,47.35,73.17,88.13,92.8,6.9,1915.4,3.24,0
"268",1282.68,12257,3,96.67,2.68,0.47,0.3,28.82,41.83,30.37,12.99,0,0,15531,72.45,0.96,16.81,26.17,12.42,19.67,21123,7554,11408,7462,0,6934,1706,3763,36.18,13.67,27.97,27.59,16.51,42.6,7.47,48.76,13.92,31.01,8.28,57.52,13.42,11.2,3.3,38.55,29.93,31.73,32.61,79.94,81.3,1650,16.95,233,23.61,35.62,38.63,51.07,0.45,0.68,0.73,0.97,96.02,0.7,9.64,5.65,2.51,2.54,2.48,52.44,6.53,45.28,3,626,86.72,51.82,9.74,48.56,1970,11.96,0.91,35900,50800,70000,34100,115,197,273,158,299,35.1,21.2,13.7,0,0,1.9,68.73,47.63,73.14,80.34,15.8,777.7,0.13,0
"269",985.82,17906,2.42,8.04,90.62,0.69,1.8,11.58,20.95,10,21.35,17906,100,25380,64.78,0.35,45.08,42.4,5.31,23.86,30490,13557,14492,4777,6615,4721,11631,1897,10.82,8.74,25.82,15.15,6.91,48.87,9.35,22.66,9.51,25.66,10.78,22.29,12.05,11.45,2.86,71.49,66.37,76.15,76.61,58.05,65.91,378,2.55,1908,6.6,10.22,12.11,17.45,0.7,1.09,1.29,1.86,82.44,2.09,3.53,2.45,2.37,2.4,2.29,72.47,2.57,62.52,2,1718,81.15,71.49,0.47,31.61,1976,5.45,0.29,59900,80700,111100,51200,253,355,459,206,424,29.5,25.3,12.7,5,0,10.66,25.03,48.4,70.72,78.23,9,1990.4,0.67,0
"270",339.49,14729,3.15,0.26,57.67,0.39,70.31,18.53,29.76,15.23,11.03,0,0,17103,74.9,2.63,24.84,30.77,15.4,12.78,19671,8156,9703,212120,0,4431,5966,4844,33.49,34.76,48.56,12.46,13.57,49.31,7.55,26.5,14.91,22.13,8.42,26.85,12.24,10.47,3.61,74.62,67.31,83.27,76.79,54.64,57.08,204,1.5,1858,9.96,14.96,21.15,29.71,1.26,1.89,2.67,3.75,32.12,12.98,12.8,10,3.11,3.07,3.18,64.1,13.77,50.36,2,578,88.99,64.9,7.96,59.17,1964,18.52,4.08,24400,37700,56200,31800,140,209,287,147,263,25.8,19.3,12.6,8,0,12.61,76.11,59.93,83.37,94.71,5.7,2578.6,0.31,0
"271",332.86,107786,2.63,1.51,91.18,2.39,6.11,13.25,26.88,13.29,12.82,107786,100,25236,73.46,1.11,43.59,29.77,7.67,17.9,31282,12641,13114,4675,6808,12252,6315,14300,14.5,6.8,18.46,21.69,6.4,55.33,11.81,27.53,11.48,29.55,14.36,31.68,16.79,15.59,2.99,69,66.65,73.7,70.33,60.8,70.4,2412,3.02,6022,19.31,30.12,40.45,48.7,1.08,1.68,2.26,2.72,91.15,1.9,4.87,3.16,2.41,2.53,2.27,57.36,3.98,51.94,2,1665,96.09,54.7,1.92,18.32,1968,4.69,0.41,46400,60300,80900,34500,257,325,398,141,387,25.9,20.4,13.7,178,19,5.59,45.29,38.87,67.48,83.36,43,2504.8,2.57,10.95
"272",167.73,14090,2.65,2.09,92.15,4.9,1.18,23.71,41.21,29.24,11.83,0,0,18784,74.69,0.8,44.6,25.54,6.94,16.61,26982,10247,10312,6819,5467,11689,10003,2667,22.38,11.83,23.16,28.32,6.71,49.32,7.43,37.38,9.38,31.65,5.75,51.68,12.86,9.02,2.91,73.08,71.4,77.78,77.74,54.88,66.34,111,1.23,847,46.16,55.73,65.88,67.89,2.78,3.35,3.96,4.08,92.29,0.64,2.68,1.65,2.25,2.45,2.08,52.09,2.75,53.2,2,548,90.66,47.99,0.36,35.04,1967,5.15,0.29,36600,49500,68900,32300,168,232,315,147,295,26.6,16.8,11.6,0,0,6.01,58.99,33.05,52.35,78.33,8.3,1691.1,0.11,0
"273",411.23,67460,2.25,5.03,72.73,14.72,16.04,8.87,29.23,11.77,8.73,67460,100,42431,87.02,0.45,52.82,16.05,4.05,11.34,48960,22436,24658,17150,16815,18790,12091,4157,6.22,6.41,13.37,40.75,3.17,75.75,32.45,22.37,7.68,41.18,12.62,40.45,17.16,14.85,2.93,72.73,70.62,86.26,72.37,65.28,71.9,961,2.56,15539,27.99,38.3,50.1,60.95,6.45,8.82,11.54,14.04,72.62,7.18,5.63,2.97,2.23,2.26,2.21,38.26,8.6,70.35,2,1497,95.25,37.75,0.8,9.89,1966,1.05,0.19,270600,347000,439700,169100,593,715,897,304,760,26,25.1,11.7,112,5,23.03,36.79,35.18,60.58,78.07,12.5,5410.7,4.19,0
