nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
4352.99,13316,2.89,2.21,94.71,1.76,6.19,14.4,26.29,12.12,9.48,13316,100,35374,81.99,0.33,43.82,22.31,3.37,14.33,37485,14307,14394,12042,25308,21127,6936,577,4.48,5.48,17.39,20.93,4.33,66.95,12.97,19.23,10.69,27.94,9.53,26.13,14.19,12,3.16,79.26,75.89,86.14,85.45,64.92,70.85,183,1.95,973,19.12,34.22,43.88,48.92,1.4,2.5,3.21,3.57,88.67,1.82,4.71,3.65,2.8,2.82,2.76,71.35,2.65,25.89,3,315,93.6,70.93,0.95,36.19,1978,2.32,0.06,68700,85700,105500,36800,421,521,690,269,667,29.3,22.6,12.5,0,0,7.31,24.17,40.75,62.71,77.15,5.4,2451.4,0,0
7093.95,52376,2.43,50.6,42.59,1.76,7.68,13.47,27.42,13.13,11.54,52376,100,20329,72.71,0.24,26.71,26.84,16.52,17.42,24469,11037,14559,8724,9431,8139,5424,14002,27.02,10.23,32.78,14.02,10.31,58.3,9.17,21.95,15.51,22.71,15.02,45.34,18.83,17.1,3.22,40.38,35.17,35.98,47.03,61.81,68.51,6983,16.82,1530,20,29.61,37.97,48.04,0.58,0.86,1.11,1.4,88.86,2.27,8.37,4.73,2.39,2.52,2.29,44.73,4.93,48.51,3,3070,87.52,42.43,16.74,54.59,1940,7.16,0.72,26000,38400,52400,26400,207,296,375,168,363,26.3,18,13.8,191,5,2.92,72.28,52.77,83.37,91.88,8.4,6234.9,12.67,3.25
6243.31,11114,2.93,12.24,84.18,1.59,6.91,12.48,28.89,10.67,4.49,11114,100,40221,91.69,0.37,42.55,13.28,1.75,10.61,42843,14266,15244,8520,193,11220,9319,866,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,7.37,22.47,10.74,9.1,3.22,82.71,78.66,93.7,86.96,68.71,69.58,192,3.11,466,17.81,23.39,36.27,48.28,0.75,0.98,1.52,2.02,90.64,0.6,3.81,3.16,2.92,2.96,2.74,81.79,2.85,19.75,3,417,90.1,80.61,0.96,20.38,1987,3.16,0.52,78800,92800,113800,35000,357,484,565,208,570,28.2,23.8,12.1,0,0,4.19,33.19,20.73,38.17,65.39,13.9,801,0,0
1671.48,12942,2.87,1.68,96.21,1.28,1.81,12.25,24.44,9.91,8.11,11120,86.68,38527,86.83,1.26,52.86,20.23,5.84,14.87,41557,14994,15192,8103,26000,10217,6342,952,7.54,7.92,21.33,20.53,2.54,72.68,30.94,20.86,19.06,26.97,6.75,21.3,9.2,8.04,3.15,81.55,79.43,88.66,82.87,58.72,67.98,288,3.19,267,8.24,26.22,29.21,33.71,0.17,0.54,0.6,0.7,95.01,0.38,3.32,2.7,2.82,2.87,2.63,81.23,0.95,28.14,3,124,97.33,79.84,1.61,29.84,1978,2.01,0.37,75500,93500,118800,43300,229,353,446,217,453,26.4,21.6,10.9,0,0,2.08,80.73,48.87,83.48,91.97,19.6,661.1,0.32,0
5596.66,14490,2.65,0.21,98.5,0.7,0.57,12.62,28.64,13.24,7.28,11208,77.35,39683,86.89,1.22,60.12,17.92,2.45,9.29,45494,17229,17341,14720,18417,3745,21128,479,3.39,5.96,13.83,26.47,2.95,73.58,28.71,17.4,14.54,29.54,7.72,28.59,8.31,8.02,3.1,87.72,87.82,93.31,87.75,63.38,71.69,96,1.02,173,3.47,3.47,17.92,17.92,0.04,0.04,0.21,0.21,97.02,0.8,3.3,2.34,2.59,2.98,1.95,71.81,0.95,41.79,3,154,97.26,62.58,0.65,18.83,1980,1.28,0.12,69200,86900,111300,42100,331,388,446,115,429,20.6,19.6,12,12,0,1.19,81.33,45.46,69.19,89.35,28.5,509.2,0.08,0
3168.95,21755,2.62,1.37,96.59,0.71,1.72,12.68,22.47,10.65,14.02,21755,100,33646,76.59,0.37,50.78,30.47,3.88,22.59,38473,15379,15441,15091,6200,19307,8131,1570,7.23,6.19,19.16,20.49,5.11,61.85,28.44,23.98,15.08,28.54,7.57,22.68,10.38,9.03,3.04,83.22,81.64,88.14,87.66,62.42,70.46,203,1.11,517,1.93,5.8,11.61,13.73,0.05,0.14,0.28,0.33,95.67,0.63,3.89,2.95,2.6,2.64,2.29,88.78,1.38,35.52,3,353,95.92,87.29,1.42,37.39,1962,1.76,0,44200,62500,87200,43000,278,365,455,177,460,26.4,16.2,12.5,0,0,2.38,80.4,63.41,88.87,95.59,24.1,903.4,0.2,0
4960.52,109592,2.63,9.04,81.98,7.69,2.58,23.19,43.75,28.97,6.29,109592,100,33344,86.61,0.81,60.29,14.36,3.2,10.07,50192,17786,19119,11835,10166,11657,11531,15624,16.08,2.22,6.08,64.22,3.81,64.65,10.56,53.07,4.53,47.65,5.81,54.22,10.29,8.09,2.94,75.87,75.13,89.53,71.98,63.75,72.82,1258,2.58,11945,31.78,41.96,51.47,56.84,3.46,4.57,5.61,6.2,86.5,1.41,3.19,2.59,2.32,2.59,2.13,48.08,3.19,57.98,2,2353,94.65,43.2,1.1,27.33,1963,1.05,0.15,86200,116400,161700,75500,426,529,657,231,568,30,20.4,12.9,195,4,10.9,51.16,32.91,55.4,75.63,26.8,4085,5.7,5.88
4624.86,62195,2.91,2.61,85.42,4.83,15.63,13.91,27.25,12.17,6.93,62195,100,40936,83.66,0.87,37.17,17.7,8.91,14.95,44939,15153,15645,12255,12929,14270,10867,5612,9.12,5.72,17.42,14.87,6.63,66.64,15.7,17.98,12.81,23.19,11.25,25.82,14.89,13.12,3.25,74.43,72.07,81.17,76.77,56.68,66.64,1415,3.42,4814,11.3,19.24,27.88,38.14,0.87,1.49,2.16,2.95,86.4,2.29,5.58,4.36,2.89,2.96,2.76,65.89,4.93,35.84,3,1572,93.16,64.33,1.21,11.32,1975,2.24,0.09,123300,156900,197500,74200,467,565,692,225,635,30.4,25.8,11.8,48,26,7.74,61.11,41.64,76.27,90.72,20.3,3065.6,2.14,0
5020.45,14396,2.4,1.73,96.19,1.19,0.91,9.4,22.84,9.21,18.15,14396,100,33107,72.45,0.32,52.29,35.99,3.67,21.26,40536,15352,15491,11512,14792,12216,12230,704,5,5.62,15.58,19.29,4.55,62.91,16.63,25.41,11.78,24.45,8.71,27.7,10.85,9.87,2.89,76.93,77.9,94.97,75.12,77.69,83.98,176,1.5,327,2.75,5.2,14.68,33.64,0.06,0.12,0.33,0.76,94.65,0.46,2.97,1.96,2.34,2.52,1.88,78.4,1.12,49.42,3,147,97.61,73,0,19.05,1953,0.13,0.08,66100,76500,91800,25700,383,471,574,191,507,28.4,21.6,11.8,0,0,2.27,76.08,58.66,86.39,93.82,2.9,5000.7,6.21,0
2510.89,32188,2.81,2.33,96.7,0.56,0.83,15.35,27.21,12.9,7.58,32188,100,38068,87.61,1.17,42.88,16.2,2.04,13.14,41985,16010,16111,13739,11716,9763,9042,1437,4.49,5.33,16.66,21.1,3.69,71.42,14.93,21.16,11.03,30.94,8.09,22.58,12.37,10.34,3.13,82.54,80.04,90.49,84.77,69.71,73.84,191,0.85,596,20.3,33.72,35.91,56.21,0.38,0.62,0.66,1.04,96.97,0.27,2.95,2.37,2.77,2.91,2.4,76.51,1.04,27.86,3,1031,91.73,72.81,0.87,32.78,1975,2.7,0,68400,86300,118900,50500,341,399,486,145,496,25.3,21.2,11.9,0,0,1.85,54.52,44.72,65.08,81.73,22.9,1407.8,1.08,0
1955.95,23123,2.82,0.8,95.57,3.44,0.85,11.01,21.3,10.48,17.18,23123,100,47917,78.99,1.11,64.11,35.5,2.75,22.85,55323,20148,20191,18137,0,20074,12222,885,3.98,5.61,13.72,29.89,2.43,61.96,12.26,29.28,6.39,37.64,4.23,27.99,6.45,5.42,3.11,86.91,85.33,96.82,86.46,51.14,62.43,43,0.24,1920,5.21,8.65,13.33,22.5,0.43,0.72,1.11,1.87,87.79,1.81,4.25,3.34,2.7,2.83,1.96,89.03,1.01,23.6,3,240,97.15,84.88,0,18.33,1958,0.31,0.14,136300,164200,199900,63600,467,560,672,205,627,27.6,20.7,12.5,0,0,8.3,77.17,71.27,90.22,96.12,10.6,2186.7,3.84,0
8839.53,25158,2.89,21.34,49.42,17.21,26.78,13.65,28.82,13.23,9.44,25158,100,25479,73.45,0,24.98,22.99,23.63,13.18,28567,10505,11407,10412,8238,9546,7813,4689,19.02,14.03,34.18,11.64,10.16,55.94,15.39,20.63,17.38,14.03,13.91,35.23,18.96,16.57,3.47,58.06,56.36,61.46,57.16,58.63,61.68,1479,7.44,6645,21.87,32.75,47.67,62.3,5.78,8.65,12.59,16.46,60.3,10.8,12.43,8.45,2.84,2.9,2.79,48.07,18.18,72.06,2,714,92.42,47.14,3.78,18.35,1963,6.25,0.64,92800,117900,142700,49900,406,503,596,190,564,33,24.3,11.8,20,49,26.41,47.45,38.61,69.21,89.27,2.7,9387.3,11.22,0
3432.7,31092,2.58,0.46,97.98,0.75,3.17,10.74,21.22,9.6,18.76,31092,100,39925,72.42,0.51,57.59,38.5,3.5,28.74,45392,17013,17076,6832,16892,18061,13906,1000,3.26,6.42,21.26,16.48,5.48,54.92,26.74,23.79,13.96,27.82,7.15,25.43,8.87,8.05,3.02,84.75,83.07,94.12,81.12,61.54,67.75,143,0.56,1896,1.27,1.85,4.54,7.38,0.08,0.11,0.28,0.45,90.87,0.74,3.25,2.47,2.55,2.65,1.86,90.63,1.18,23.62,3,203,98.34,87.19,0,33.99,1955,0.77,0.18,56100,67400,82200,26100,388,447,538,150,492,25.1,15.9,13.8,0,1,6.1,76.25,72.91,95.35,97.56,7.3,4282.6,0.88,0
5998.63,18609,2.84,43.71,54.35,1.38,0.91,16.38,30.27,14.52,5.8,18609,100,37050,89.29,0.64,40.69,16.92,4.16,13.5,40615,15094,16305,13924,0,9438,11333,1031,5.55,3.77,14.96,24.11,5.23,71.49,20.93,22.3,13.29,30.83,8.52,29.87,13.52,11.14,3.29,75.53,71.39,90.73,75.76,75.31,80.68,498,3.79,381,13.91,20.47,33.6,33.6,0.28,0.42,0.69,0.69,95.31,0.89,6.38,4.9,2.84,3.12,2.31,72.09,1.34,27.82,3,357,94.83,65.67,0.28,59.66,1969,0.86,0.2,55200,66000,79700,24500,402,469,546,144,550,24.3,19.2,10.9,0,0,2.05,63.49,55.61,82.89,90.25,6.6,2834.7,3.79,0
5494.94,49676,2.52,0.21,94.41,3.88,2.52,12.53,25.65,11.6,14.9,49676,100,27647,74.78,0.57,51.16,31.72,7.47,16.35,34040,12740,13272,4469,4088,3053,7990,4511,9.31,11.53,24.6,13.24,5.25,63.56,37.26,19.5,26.5,19.59,8.55,27.76,9.98,9.31,3.06,78.28,77.67,86.41,80.17,67.06,76.61,739,1.85,2463,29.11,35.4,46.12,52.09,1.44,1.76,2.29,2.58,90.36,2.21,4.17,2.82,2.47,2.65,2.18,66.1,1.96,46.54,3,885,95.7,61.63,1.02,46.21,1947,2.92,0.64,43000,53500,67600,24600,226,290,359,133,364,23,18.6,13.3,16,0,4.96,81.05,56.52,87.7,93.57,13.7,3624.5,2.26,0
4027.78,14771,2.76,13.09,84.93,1.09,1.5,11.56,22.94,10.34,15.89,0,0,30524,75.38,1.04,40.87,33.83,5.91,19.68,34292,13547,14339,8240,18105,17324,5110,1120,7.99,11.19,30.12,11.83,7.94,56.19,6,27.17,13.8,18.46,9.47,25.18,10.83,10.19,3.11,76.66,71.83,84.24,76.11,66.45,74.25,545,4.4,439,9.11,32.8,38.04,43.96,0.27,0.97,1.13,1.31,94.25,0.48,5.57,4.04,2.63,2.62,2.65,81.88,2.73,46.93,3,1624,76.7,82.01,3.2,58.99,1968,3.06,0.69,70100,93800,133300,63200,370,470,560,190,546,25.3,24,13.5,27,0,2.97,55.54,56.46,83.91,90.08,73.8,200,1.23,0
5508.05,40641,2.54,12.18,86.39,1.12,0.68,21.51,36.83,23.96,11.5,0,0,20043,75.23,1.24,34.02,27.11,9.6,13.84,27655,11760,12608,6016,6636,9119,16133,8759,23.91,15.28,28.52,23.41,6.93,58.62,16.08,29.05,15.13,27.47,10.16,39.19,13.43,11.95,2.92,64.6,60.7,71.28,67.77,58.45,68.49,996,3.56,626,33.23,49.52,53.51,59.74,0.51,0.76,0.82,0.92,96.72,0.59,2.99,1.87,2.29,2.4,2.17,53.11,2.49,53.27,2,1528,91.27,50.59,1.51,28.93,1966,10.67,0.23,40600,58200,84900,44300,193,267,329,136,332,27.9,20,12.3,28,2,1.54,70.53,41.51,72.68,88.87,30,1354.2,0.28,0
4662.16,10380,2.4,23.65,75.76,0.23,0.38,12.99,24.33,12.35,18.09,10380,100,20134,69.4,0.77,26.86,37.84,11.17,19.39,26730,10595,11911,6542,11547,15000,11117,2169,20.96,15.03,34.2,13.58,7.43,53.23,21.97,22.56,22.68,20.48,10.66,24.24,13.25,12.08,2.97,65.54,57.86,74.84,64.16,60.91,69.21,579,6.18,64,56.25,56.25,67.19,67.19,0.35,0.35,0.41,0.41,98.11,0.51,4.35,2.98,2.4,2.38,2.42,65.35,2.27,44.32,3,383,91.87,65.74,2.35,45.69,1954,8.74,0.47,32000,42600,64000,32000,99,172,233,134,264,27.7,17.4,13.1,8,0,0.62,76.94,63.41,87.43,94.41,6.8,1526.5,0.17,0
3071.89,13647,2.82,6.75,92.48,0.3,1.12,15.49,29.54,13.38,6.82,0,0,31155,85.35,0.17,26.71,17.28,6.55,12.81,34797,11864,12345,5524,10464,8165,15218,1471,10.96,9.55,29.64,11.21,5.03,68.77,27.05,12.87,20.4,17.77,11.07,24.94,15.74,13.51,3.15,71.82,68.5,77.76,74.16,62.55,73.54,381,3.73,119,0,0,7.56,7.56,0,0,0.07,0.07,98.21,0.07,3.78,2.96,2.78,2.87,2.67,57.62,2.73,39.72,3,476,91.04,55.85,1.47,30.04,1977,7.96,0.6,59000,71600,90200,31200,277,359,422,145,450,23.9,20.8,11.7,0,0,0.87,59.59,36.34,67.76,83.77,19.1,716.2,0.11,0
10571.42,25295,2.53,57.78,41.56,0.41,0.47,14.85,24.79,11.78,15.11,0,0,18253,70.02,0.77,26.07,34.97,15.04,17.09,24466,10490,16208,6284,7345,29172,7316,6071,25.16,19.2,38.47,15.41,8.17,51.87,28.08,28.65,23.22,24.34,11.1,35.81,16.95,14.46,3.06,49.17,43.81,58.97,50,71.13,77.27,1925,7.97,238,2.1,5.04,16.81,32.35,0.02,0.05,0.16,0.3,97.08,0.04,5.28,3.47,2.42,2.45,2.39,52.62,3.74,47.24,3,839,92.25,51.97,2.98,28.72,1960,13.59,1.63,36100,54000,80600,44500,117,176,256,139,281,27.8,21.6,16.1,9,0,0.94,84.83,56.75,86.21,93.04,13.6,1859.4,0.4,0
3824.15,33862,2.34,1.7,97.7,0.3,0.29,12.47,23.71,11.54,17.41,33809,100,20461,64.27,0.43,35.8,38.41,9.42,21.02,26550,11269,11322,8976,5115,15083,17367,6308,18.99,13.76,30.81,12.8,8.01,50.9,19.48,24.23,17.86,22.77,11.35,25.25,14.62,13.17,2.89,67.27,64.43,72.81,75.54,52.37,63.04,763,2.6,272,12.13,14.34,15.81,15.81,0.1,0.12,0.13,0.13,97.75,0.44,3.04,2,2.3,2.39,2.16,65.27,0.95,48.37,3,1878,88.51,62.93,3.41,54.58,1951,9.3,0.32,30900,42600,60000,29100,179,247,299,120,330,27.1,16.3,13.3,4,1,0.8,80.69,56.47,86.73,91.55,11.6,2926.2,0.9,0
2248.71,19564,2.49,3.91,90.9,3.35,3.99,11.41,25.94,11.05,8.67,19564,100,45303,86.57,1.02,58.19,17.18,1.48,19.69,52913,20032,20343,17082,25788,16632,15190,809,4.18,1.93,8.47,35.22,3.59,70.1,27.24,21.1,6.18,42.35,8.46,24.7,11.14,9.82,2.95,84.17,81.74,95.99,83.15,55.75,67.8,90,0.68,1011,8.8,12.46,18.79,28.29,0.45,0.64,0.97,1.46,91.51,0.78,2.65,1.89,2.47,2.72,2.03,69.7,1.73,34.79,3,514,93.86,63.13,0,18.09,1978,1.72,0.08,69000,85000,106700,37700,344,412,536,192,483,19.9,17.9,11.6,0,0,5.17,50.07,48.61,71.51,82.27,11.8,1662.5,0.05,0
2580.79,35303,2.75,2.01,87.1,8.99,5.85,14.1,26.5,12.01,4.06,35303,100,63607,92.19,0.69,55.58,9.64,1.76,9.53,68739,25196,25806,25648,22307,18770,21065,615,1.75,1.15,4.62,42.86,2.77,78.7,14.35,18.85,4.6,40.29,8.81,27.91,12.25,10.55,3.18,84.96,84.35,94.73,85.83,58.34,70,199,1.01,3550,11.69,18.06,23.13,33.07,1.18,1.82,2.33,3.33,87.87,1.53,3.64,2.69,2.75,3,2.19,75.47,1.67,32.33,3,686,94.93,69.16,0.15,9.04,1981,0.12,0.12,255600,316500,389700,134100,727,861,1001,274,903,25.5,28.1,12.1,0,0,10.06,49.99,38.79,57.39,82.56,11.8,2992.8,1.9,0
2831.8,38518,2.8,0.91,97.97,0.68,1.32,13.69,24.95,12.5,11.01,33788,87.72,47106,83.39,1.08,57.24,27.61,2.77,17.91,52833,19954,20026,18182,23000,17198,22516,1067,2.8,8.09,20.84,21.82,3.83,70.49,23.14,22.24,11.87,29.02,5.95,28.13,8.62,7.33,3.17,85.72,84.36,96.1,87.08,65.74,77.59,173,0.62,2324,2.58,4.13,7.36,10.67,0.16,0.25,0.44,0.64,88.38,1.06,3.48,2.75,2.78,2.88,2.33,83.7,0.9,33.08,3,484,96.6,80.58,1.45,36.57,1966,0.86,0.08,146600,178500,224600,78000,359,517,649,290,593,22.9,21.4,12.9,0,0,6.03,70.17,64.94,88.01,94.88,37.3,1033,0.46,0
7370.37,61607,2.28,19.81,79.09,0.61,0.87,12.07,23.63,11.89,17.66,61654,100,22267,68.93,0.38,36.64,36.99,7.92,18.94,28629,13079,14315,8370,12315,8811,9324,9442,15.87,9.4,24.92,22.99,5.56,56.48,17.5,26.52,15.25,27.65,12.78,28.79,15.54,14.32,2.84,61.77,56.96,71.49,64.54,65.77,74.28,2336,4.71,1251,8.63,13.35,22.3,35.41,0.18,0.27,0.45,0.72,95.46,0.78,3.09,1.89,2.19,2.33,2.01,60.24,1.56,52.43,2,2686,90.96,56.64,2.08,42.52,1958,4.94,0.44,40000,57000,86100,46100,187,283,366,179,365,26.3,21.3,14,175,18,2.03,62,49.78,77.41,85.12,36.2,1701.7,2.66,0
4965.56,80071,2.51,3.57,87.49,3.21,2.38,20.19,37.58,23.27,7.38,74195,92.66,25165,83.87,1.7,41.84,16.19,3.22,11.83,35332,13690,14273,9287,10750,8095,8995,11221,15.04,4.16,12.86,38.05,6.05,63.66,8.64,36.73,8.96,35.72,8.99,40.25,13.35,11.19,2.98,75.6,73.94,82.88,76.41,61.9,72.12,606,1.3,3461,33.29,46.78,56.23,63.51,1.44,2.02,2.43,2.75,93.39,0.71,3.03,1.85,2.34,2.61,2.06,56.93,2.39,50.93,2,3743,89.5,51.04,3.74,41.89,1973,4.9,0.19,46800,65600,90500,43700,236,294,369,133,362,28.9,19.3,12.1,32,0,4.32,58.2,36.91,62.73,85.64,183.4,436.6,1.22,9.09
2239.74,15616,2.83,0.79,96.23,2.5,1.9,10.82,23.03,9.46,7.24,0,0,61524,89.13,1.34,61.48,14.7,1.45,10.99,66461,24637,24568,36042,480000,18511,13756,356,2.31,3.8,10.04,42.03,2.46,74.58,19.18,23.2,7.33,39.63,6.05,23.73,8.14,7.12,3.15,91.65,90.57,98.02,90.92,52.99,64.99,69,0.73,938,18.02,23.45,28.89,30.81,1.08,1.41,1.74,1.85,92.59,0.34,3.73,2.99,2.79,2.86,2.39,87.81,0.6,35.41,3,351,94.03,85.76,0.57,60.97,1982,0.33,0.39,152800,211600,278600,125800,529,742,904,375,857,24.4,28.1,15.8,19,0,6.01,54.63,42.4,56.97,82.95,39.2,398.2,1.55,0
6512.56,52133,2.56,0.55,98.08,0.82,1.15,13.04,26.68,12.3,10.53,52133,100,31583,80.24,0.68,50.8,25.51,7.3,16.15,37155,14447,14578,7512,8538,7641,7176,4262,8.27,6.14,18.84,15.53,5.85,66,34.1,19.44,25.49,20.77,9.75,26.59,12.44,11.16,3.05,75.3,74.07,83.18,77.77,68.43,74.43,664,1.55,974,8.83,12.94,18.79,27.62,0.16,0.24,0.35,0.52,95.97,0.54,3.86,2.71,2.54,2.71,2.2,70.08,1.39,42.12,3,765,96.38,65.56,4.05,31.76,1962,2.7,0.26,45100,56000,70500,25400,259,327,392,133,408,24.1,17,12.7,32,0,1.87,77.83,53.81,85.29,92.06,24.4,2139.5,1.14,0
5244.23,24160,2.75,11.11,82.17,1.42,13.32,13.36,28.07,13.51,12.34,0,0,30194,78.78,0.37,36.02,26.7,8.05,15.63,35472,13525,14453,8994,9838,17110,8046,3227,13.83,12.18,29.73,16.05,6.63,62.12,12.57,29.91,16.07,23.69,10.27,36.07,14.09,12.3,3.19,64.73,60.36,72.06,62.49,63.87,72.66,1193,6.59,2416,18.29,25.46,31.95,42.8,1.83,2.55,3.2,4.28,81.69,4.08,6.19,4.23,2.64,2.73,2.55,51.89,4.36,50.71,2,685,92.77,50.22,1.61,32.99,1945,4.33,0.56,94800,118400,144200,49400,390,500,595,205,578,31.5,23.5,15,127,2,10,71.87,52.35,80.71,90.9,5.1,4708.8,3.1,0
4352.73,101409,3.01,5.87,78.59,5.44,20.02,15.06,28.75,12.87,4.73,101409,100,46193,88.3,0.71,35.16,12.48,4.64,10.58,50349,17239,18100,15108,18771,15616,12161,5516,5.47,4.49,14,21.06,4.87,70.52,18.18,19.62,10.78,29.91,8.73,27.95,12.75,10.78,3.41,81.2,78.76,90.33,81.6,56.13,64.36,1093,1.69,11305,12.06,22.15,30.65,40.42,1.34,2.47,3.42,4.51,80.92,2.69,7.16,5.63,3.01,3.17,2.62,74.1,5.5,33.67,3,2732,92.49,70.28,0.88,13.69,1982,1.28,0.16,147800,182800,247700,99900,541,644,793,252,708,28.2,26.9,11.8,0,33,11.15,55.65,36.97,62.98,89.32,39.2,2589.1,0.51,0
2810.46,26167,2.37,0.94,91.3,6.07,6.46,9.03,19.36,8.48,14.25,26167,100,54658,77.85,0.52,62.49,25.65,2.52,18.84,63337,28161,28647,27282,20295,23416,20889,713,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,9.48,24.71,12.87,11.26,2.82,82.5,81.21,91.83,77.66,62.67,71,91,0.58,3283,6.37,10.63,17.42,25.43,0.8,1.33,2.19,3.19,84,1.64,2.14,1.48,2.36,2.48,2.06,75.92,1.98,44.78,3,294,97.41,72.37,0.68,21.09,1957,0.56,0,328100,407500,500001,171901,611,744,972,361,810,26.6,27.7,11.9,0,0,12.55,55.31,58.4,82.21,92.84,5.8,4486.8,3.98,0
2724.32,13604,2.6,0.77,97.83,0.99,1.29,13.21,24.15,10.63,10.41,12054,88.61,37771,80.54,1.69,56.78,24.72,2.3,14.84,42437,16231,16138,14985,18675,21939,17003,472,3.48,5.01,15.01,27.03,3.6,68.65,30.83,20.44,12.28,34.17,7.56,21.7,10.01,8.84,3.06,85.65,85.49,96.83,82.43,56.84,71.03,124,1.26,455,4.4,4.4,5.71,7.03,0.15,0.15,0.19,0.24,94.24,0.52,2.38,1.8,2.6,2.78,2.02,81.16,1.09,37.16,3,308,94.44,75.78,0.32,26.62,1969,0.31,0.42,63400,83200,108700,45300,316,380,436,120,456,20,18,12.4,0,0,3.34,62.38,53.98,82.09,87.16,18.6,732.3,0,0
2841.69,10434,2.99,0.73,94.12,0.42,2.42,16.92,28.61,12.86,4.48,10434,100,36512,88.73,1.65,41.06,11.68,3.1,13.16,39622,12784,13062,8374,9161,972,7957,399,3.86,4.25,16.93,13.02,4.37,72.18,15.12,19.35,11.31,21.85,7.53,21.31,10.94,9.28,3.26,83.52,81.81,95.31,89.06,70.54,76.22,5,0.07,65,7.69,7.69,18.46,18.46,0.05,0.05,0.12,0.12,97.77,0.08,3.84,3.26,2.97,3.01,2.82,78.83,2.49,19.35,3,291,92.31,77.72,1.72,54.3,1978,1.72,0.32,42000,55200,73000,31000,266,333,409,143,467,21.7,19,12.2,0,0,0.62,59.72,51.11,67.1,87.98,12.4,839,0,0
7228.28,33822,2.69,22.54,75.77,0.67,1.76,13.81,27.35,13.08,12.56,0,0,23127,76.06,0.26,33.54,32.03,7.07,15.7,28141,10868,12070,7098,7334,8000,8920,5154,16.41,9.71,30.88,9.43,7.88,55.93,32.66,19.15,24.72,17.62,14.65,33.42,16.06,15.37,3.13,62.08,57.64,69.72,62.31,67.47,75.04,1789,6.43,674,2.97,5.64,13.95,19.14,0.06,0.11,0.28,0.38,94.16,0.74,6.47,4.28,2.51,2.64,2.32,62.85,3.14,51.04,2,1433,89.76,59.82,7.68,40.27,1954,8.2,0.33,33600,43700,57800,24200,207,272,342,135,363,25.9,18.1,14.4,0,0,1.99,67.64,57.65,87.23,92.92,20.3,1665.8,1.73,0
7653.57,12430,2.7,0.31,89.69,1.09,11.62,24.9,37.9,26.9,10.54,0,0,22996,77.82,1.27,44.83,24.86,4.26,11.22,32654,11447,11903,1100,4094,10119,8340,2040,18.78,5.4,15.88,31.31,6.45,57.7,4.16,27.29,6.57,28,9.4,48.51,12.35,10.88,2.97,70.24,68.41,67.3,72.35,69.61,83.98,171,2.27,211,44.08,44.08,44.08,49.76,0.75,0.75,0.75,0.84,89.5,1.31,3.73,2.26,2.35,2.52,2.16,58.29,2.85,52.63,2,321,93.47,54.44,0.93,19.31,1959,5.61,0.69,65800,81600,101100,35300,284,374,472,188,435,29,22,12.3,64,1,1.7,44.04,38.66,59.12,81.96,4.9,2561.8,1.38,0
